airport_name	iata	number_of_hotels	country_code	deeplink	
Dalby	DBY	14	au	http://www.booking.com/airport/au/DBY.html	
Swan Hill	SWH	17	au	http://www.booking.com/airport/au/SWH.html	
Clinton	1I7	11	us	http://www.booking.com/airport/us/1I7.html	
Prentiss-Jefferson Davis County	M43	2	us	http://www.booking.com/airport/us/M43.html	
Miyazaki	KMI	26	jp	http://www.booking.com/airport/jp/KMI.html	
Nebraska City Municipal	AFK	6	us	http://www.booking.com/airport/us/AFK.html	
Heart of Georgia Regional	EZM	2	us	http://www.booking.com/airport/us/EZM.html	
Pageland	PYG	1	us	http://www.booking.com/airport/us/PYG.html	
Taipei Songshan	TSA	31	tw	http://www.booking.com/airport/tw/TSA.html	
Benbecula	BEB	1	gb	http://www.booking.com/airport/gb/BEB.html	
RAF Coningsby	QCY	30	gb	http://www.booking.com/airport/gb/QCY.html	
San Carlos	SQL	30	us	http://www.booking.com/airport/us/SQL.html	
Ithaca Tompkins Regional	ITH	28	us	http://www.booking.com/airport/us/ITH.html	
Houston Southwest	AXH	30	us	http://www.booking.com/airport/us/AXH.html	
Creil Air Base	CSF	30	fr	http://www.booking.com/airport/fr/CSF.html	
Haines	HNS	1	us	http://www.booking.com/airport/us/HNS.html	
Mount Hotham	MHU	30	au	http://www.booking.com/airport/au/MHU.html	
Wadsworth Municipal	3G3	30	us	http://www.booking.com/airport/us/3G3.html	
Carlisle Municipal	4M3	5	us	http://www.booking.com/airport/us/4M3.html	
Pine Mountain Lake	E45	30	us	http://www.booking.com/airport/us/E45.html	
Darlington County Jetport	UDG	26	us	http://www.booking.com/airport/us/UDG.html	
Nelson	NSN	30	nz	http://www.booking.com/airport/nz/NSN.html	
Kingston-Ulster	20N	30	us	http://www.booking.com/airport/us/20N.html	
West Houston	IWS	30	us	http://www.booking.com/airport/us/IWS.html	
Elyria	1G1	31	us	http://www.booking.com/airport/us/1G1.html	
Pembina Municipal	PMB	2	us	http://www.booking.com/airport/us/PMB.html	
Kithira	KIT	30	gr	http://www.booking.com/airport/gr/KIT.html	
Mont Joli	YYY	28	ca	http://www.booking.com/airport/ca/YYY.html	
New Ishigaki Airport	ISG	30	jp	http://www.booking.com/airport/jp/ISG.html	
Belluno	BLX	30	it	http://www.booking.com/airport/it/BLX.html	
Brest	BQT	30	by	http://www.booking.com/airport/by/BQT.html	
Duchesne Municipal	U69	1	us	http://www.booking.com/airport/us/U69.html	
Seward Municipal	SWT	6	us	http://www.booking.com/airport/us/SWT.html	
Tarboro-Edgecombe	ETC	22	us	http://www.booking.com/airport/us/ETC.html	
Clarion County	AXQ	7	us	http://www.booking.com/airport/us/AXQ.html	
Mercedes	MDX	1	ar	http://www.booking.com/airport/ar/MDX.html	
Franklin Field	F72	30	us	http://www.booking.com/airport/us/F72.html	
Southbridge Municipal	3B0	27	us	http://www.booking.com/airport/us/3B0.html	
Ignatyevo	BQS	8	ru	http://www.booking.com/airport/ru/BQS.html	
Winter Haven's Gilbert	GIF	30	us	http://www.booking.com/airport/us/GIF.html	
Subic Bay	SFS	17	ph	http://www.booking.com/airport/ph/SFS.html	
Wollongong	WOL	30	au	http://www.booking.com/airport/au/WOL.html	
Delta Municipal	DTA	1	us	http://www.booking.com/airport/us/DTA.html	
Jequie	JEQ	1	br	http://www.booking.com/airport/br/JEQ.html	
Ranong	UNN	30	th	http://www.booking.com/airport/th/UNN.html	
Côte d'Azur	NCE	30	fr	http://www.booking.com/airport/fr/NCE.html	
Howard County	M77	4	us	http://www.booking.com/airport/us/M77.html	
Brisbane Airport	BNE	30	au	http://www.booking.com/airport/au/BNE.html	
Bauerfield International	VLI	30	vu	http://www.booking.com/airport/vu/VLI.html	
Guilin Liangjiang International Airport	KWL	30	cn	http://www.booking.com/airport/cn/KWL.html	
Astypalaia	JTY	30	gr	http://www.booking.com/airport/gr/JTY.html	
Devonport	DPO	30	au	http://www.booking.com/airport/au/DPO.html	
Middle Peninsula Regional	FYJ	30	us	http://www.booking.com/airport/us/FYJ.html	
Sharjah	SHJ	30	ae	http://www.booking.com/airport/ae/SHJ.html	
Charters Towers	CXT	8	au	http://www.booking.com/airport/au/CXT.html	
Hervey Bay Airport	HVB	30	au	http://www.booking.com/airport/au/HVB.html	
JAARS-Townsend	N52	30	us	http://www.booking.com/airport/us/N52.html	
Mercedita	PSE	9	pr	http://www.booking.com/airport/pr/PSE.html	
Southern California Logistics	VCV	26	us	http://www.booking.com/airport/us/VCV.html	
Felker Army Airfield	FAF	30	us	http://www.booking.com/airport/us/FAF.html	
Pleiku Airport	PXU	3	vn	http://www.booking.com/airport/vn/PXU.html	
Ras Al Khaimah	RKT	30	ae	http://www.booking.com/airport/ae/RKT.html	
Lic. Adolfo López Mateos International	TLC	30	mx	http://www.booking.com/airport/mx/TLC.html	
Sterling Municipal	STK	3	us	http://www.booking.com/airport/us/STK.html	
Owerri	QOW	1	ng	http://www.booking.com/airport/ng/QOW.html	
West Bend Municipal	ETB	21	us	http://www.booking.com/airport/us/ETB.html	
Cambridge-Dorchester	CGE	15	us	http://www.booking.com/airport/us/CGE.html	
Lake County	LXV	4	us	http://www.booking.com/airport/us/LXV.html	
Wolter Monginsidi	KDI	22	id	http://www.booking.com/airport/id/KDI.html	
Tumbler Ridge	TUX	2	mx	http://www.booking.com/airport/mx/TUX.html	
Smithville Crawford Municipal	84R	17	us	http://www.booking.com/airport/us/84R.html	
Chandler Field	AXN	8	us	http://www.booking.com/airport/us/AXN.html	
Jackson Municipal	MJQ	6	us	http://www.booking.com/airport/us/MJQ.html	
San Luis	LUQ	30	ar	http://www.booking.com/airport/ar/LUQ.html	
Wainwright	YWV	4	ca	http://www.booking.com/airport/ca/YWV.html	
Mactan Cebu International	CEB	30	ph	http://www.booking.com/airport/ph/CEB.html	
San Felipe	SSD	9	cl	http://www.booking.com/airport/cl/SSD.html	
Fond du Lac County	FLD	19	us	http://www.booking.com/airport/us/FLD.html	
Spartanburg Downtown Memorial	SPA	30	us	http://www.booking.com/airport/us/SPA.html	
Salem Airpark Inc	38D	24	us	http://www.booking.com/airport/us/38D.html	
Robertson	ROD	30	za	http://www.booking.com/airport/za/ROD.html	
Logan County	6L4	2	us	http://www.booking.com/airport/us/6L4.html	
Cardston	EA6	4	ca	http://www.booking.com/airport/ca/EA6.html	
Phillipsburg	3I7	30	us	http://www.booking.com/airport/us/3I7.html	
Canela	QCN	30	br	http://www.booking.com/airport/br/QCN.html	
Wetaskiwin	EX3	4	ca	http://www.booking.com/airport/ca/EX3.html	
Prague Municipal	O47	9	us	http://www.booking.com/airport/us/O47.html	
Craiova	CRA	30	ro	http://www.booking.com/airport/ro/CRA.html	
Randolph AFB	RND	30	us	http://www.booking.com/airport/us/RND.html	
Florenceville	CR3	5	ca	http://www.booking.com/airport/ca/CR3.html	
Río Gallegos	RGL	9	ar	http://www.booking.com/airport/ar/RGL.html	
Hartselle-Morgan County Regional	5M0	22	us	http://www.booking.com/airport/us/5M0.html	
La Belle Municipal	X14	5	us	http://www.booking.com/airport/us/X14.html	
La Rioja	IRJ	13	ar	http://www.booking.com/airport/ar/IRJ.html	
New Cuyama	L88	1	us	http://www.booking.com/airport/us/L88.html	
Magnolia Municipal	AGO	4	us	http://www.booking.com/airport/us/AGO.html	
Perry Stokes	TAD	6	us	http://www.booking.com/airport/us/TAD.html	
Brunssum Afcent Heliport	EH5	30	nl	http://www.booking.com/airport/nl/EH5.html	
Tullamarine	MEL	30	au	http://www.booking.com/airport/au/MEL.html	
Marion Municipal	MZZ	6	us	http://www.booking.com/airport/us/MZZ.html	
Caceres	CCX	4	br	http://www.booking.com/airport/br/CCX.html	
Hunt Field	LND	6	us	http://www.booking.com/airport/us/LND.html	
Soekarno Hatta	CGK	30	id	http://www.booking.com/airport/id/CGK.html	
Putnam County	4I7	6	us	http://www.booking.com/airport/us/4I7.html	
Defiance Memorial	DFI	7	us	http://www.booking.com/airport/us/DFI.html	
Tucson	TUS	30	us	http://www.booking.com/airport/us/TUS.html	
Love Field	DAL	30	us	http://www.booking.com/airport/us/DAL.html	
Sao Mateus	SBJ	13	br	http://www.booking.com/airport/br/SBJ.html	
Langebaanweg	SDB	30	za	http://www.booking.com/airport/za/SDB.html	
Farmington Municipal [Four Corners Regional]	FMN	19	us	http://www.booking.com/airport/us/FMN.html	
Cavalier Municipal	2C8	1	us	http://www.booking.com/airport/us/2C8.html	
Pulkovo	LED	30	ru	http://www.booking.com/airport/ru/LED.html	
Pryor Field Regional	DCU	30	us	http://www.booking.com/airport/us/DCU.html	
Orly	ORY	30	fr	http://www.booking.com/airport/fr/ORY.html	
Matamata	MTA	30	nz	http://www.booking.com/airport/nz/MTA.html	
Governador Valadares	GVR	6	br	http://www.booking.com/airport/br/GVR.html	
Cartago Airport	CRC	30	co	http://www.booking.com/airport/co/CRC.html	
Baikal International Airport	UUD	30	ru	http://www.booking.com/airport/ru/UUD.html	
Fernandina Beach Municipal	55J	30	us	http://www.booking.com/airport/us/55J.html	
Rockwood Municipal	RKW	12	us	http://www.booking.com/airport/us/RKW.html	
Abu Dhabi	AUH	30	ae	http://www.booking.com/airport/ae/AUH.html	
Bornholm	RNN	30	dk	http://www.booking.com/airport/dk/RNN.html	
Pohang	KPO	31	kr	http://www.booking.com/airport/kr/KPO.html	
Riverview	08C	30	us	http://www.booking.com/airport/us/08C.html	
Vilhena	BVH	2	br	http://www.booking.com/airport/br/BVH.html	
Linate	LIN	30	it	http://www.booking.com/airport/it/LIN.html	
Waco Regional	ACT	30	us	http://www.booking.com/airport/us/ACT.html	
Edmonton City Centre (Blatchford Field)	YXD	30	ca	http://www.booking.com/airport/ca/YXD.html	
Syamsudin Noor	BDJ	30	id	http://www.booking.com/airport/id/BDJ.html	
Deer Lake	YDF	5	ca	http://www.booking.com/airport/ca/YDF.html	
Frankfort	C18	30	us	http://www.booking.com/airport/us/C18.html	
Omsk Tsentralny Airport	OMS	30	ru	http://www.booking.com/airport/ru/OMS.html	
Lamu	LAU	17	ke	http://www.booking.com/airport/ke/LAU.html	
Pakhokku	PKK	18	mm	http://www.booking.com/airport/mm/PKK.html	
General Mariano Matamoros	CVJ	30	mx	http://www.booking.com/airport/mx/CVJ.html	
Southern Wisconsin Regional	JVL	17	us	http://www.booking.com/airport/us/JVL.html	
Arkavalley	12A	24	us	http://www.booking.com/airport/us/12A.html	
Rosecrans Memorial	STJ	11	us	http://www.booking.com/airport/us/STJ.html	
Hyvinkaa	HYV	17	fi	http://www.booking.com/airport/fi/HYV.html	
Newton Field	59B	3	us	http://www.booking.com/airport/us/59B.html	
Oita	OIT	16	jp	http://www.booking.com/airport/jp/OIT.html	
Laurens County	34A	5	us	http://www.booking.com/airport/us/34A.html	
Caviahue	CVH	15	us	http://www.booking.com/airport/us/CVH.html	
Mariehamn	MHQ	30	fi	http://www.booking.com/airport/fi/MHQ.html	
Gyoumri	LWN	11	am	http://www.booking.com/airport/am/LWN.html	
Houma-Terrebonne	HUM	21	us	http://www.booking.com/airport/us/HUM.html	
Stuart Powell Field	DVK	5	us	http://www.booking.com/airport/us/DVK.html	
Dupont-Lapeer	D95	2	us	http://www.booking.com/airport/us/D95.html	
South Renfrew Municipal	NP3	9	ca	http://www.booking.com/airport/ca/NP3.html	
Bloemfontein	BFN	30	za	http://www.booking.com/airport/za/BFN.html	
Clinton Sherman	CSM	21	us	http://www.booking.com/airport/us/CSM.html	
Viseu	VSE	30	pt	http://www.booking.com/airport/pt/VSE.html	
Hanchey Army Heliport	HEY	27	us	http://www.booking.com/airport/us/HEY.html	
Motu-Mute	BOB	24	pf	http://www.booking.com/airport/pf/BOB.html	
Dhangarhi Airport	DHI	1	np	http://www.booking.com/airport/np/DHI.html	
Hagerstown Regional (Richard A. Henson Field)	HGR	30	us	http://www.booking.com/airport/us/HGR.html	
Port Menier	YPN	1	ca	http://www.booking.com/airport/ca/YPN.html	
Travis AFB	SUU	30	us	http://www.booking.com/airport/us/SUU.html	
Sigonella NAF	NSY	30	it	http://www.booking.com/airport/it/NSY.html	
Melilla	MLN	9	es	http://www.booking.com/airport/es/MLN.html	
Yoakum Municipal	T85	10	us	http://www.booking.com/airport/us/T85.html	
Ramstein	RMS	30	de	http://www.booking.com/airport/de/RMS.html	
Chubu Airport	NGO	30	jp	http://www.booking.com/airport/jp/NGO.html	
Santarém-Maestro Wilson Fonseca	STM	16	br	http://www.booking.com/airport/br/STM.html	
Chacalluta International	ARI	30	cl	http://www.booking.com/airport/cl/ARI.html	
Fresno Chandler Executive	FCH	30	us	http://www.booking.com/airport/us/FCH.html	
Elizabeth City Regional/Elizabeth City CGAS	ECG	8	us	http://www.booking.com/airport/us/ECG.html	
Marys Harbour	YMH	3	ca	http://www.booking.com/airport/ca/YMH.html	
Victoriaville	SR3	12	ca	http://www.booking.com/airport/ca/SR3.html	
Poso-Kern County	L73	30	us	http://www.booking.com/airport/us/L73.html	
Cedarville	O59	1	us	http://www.booking.com/airport/us/O59.html	
Fascene Airport	NOS	30	mg	http://www.booking.com/airport/mg/NOS.html	
Jose De San Martin	JSM	1	ar	http://www.booking.com/airport/ar/JSM.html	
Houston County	T56	2	us	http://www.booking.com/airport/us/T56.html	
Lea County Regional	HOB	20	us	http://www.booking.com/airport/us/HOB.html	
Vršac	NUL	11	rs	http://www.booking.com/airport/rs/NUL.html	
Dodge City Regional	DDC	11	us	http://www.booking.com/airport/us/DDC.html	
South Lakeland	X49	30	us	http://www.booking.com/airport/us/X49.html	
Malone-Dufort	MAL	7	us	http://www.booking.com/airport/us/MAL.html	
Captain Jack Thomas/El Dorado	EQA	6	us	http://www.booking.com/airport/us/EQA.html	
Mayfield Graves County	M25	9	us	http://www.booking.com/airport/us/M25.html	
Beijing Capital	PEK	30	cn	http://www.booking.com/airport/cn/PEK.html	
Boeing	AZ8	32	us	http://www.booking.com/airport/us/AZ8.html	
Sierra Blanca Regional	SRR	28	us	http://www.booking.com/airport/us/SRR.html	
Wick Airport	WIC	30	gb	http://www.booking.com/airport/gb/WIC.html	
Ames Municipal	AMW	22	us	http://www.booking.com/airport/us/AMW.html	
Nakhon Ratchasima	NAK	30	th	http://www.booking.com/airport/th/NAK.html	
Thames	TMZ	30	nz	http://www.booking.com/airport/nz/TMZ.html	
Auburn Municipal	AUN	30	us	http://www.booking.com/airport/us/AUN.html	
Nellis Air Force Base	LSV	30	us	http://www.booking.com/airport/us/LSV.html	
Bubaque	BQE	31	cl	http://www.booking.com/airport/cl/BQE.html	
Merritt	AD5	9	ca	http://www.booking.com/airport/ca/AD5.html	
Kiel Holtenau	KEL	30	de	http://www.booking.com/airport/de/KEL.html	
Copernicus	WRO	30	pl	http://www.booking.com/airport/pl/WRO.html	
Vagabond Army Airfield	FCT	18	us	http://www.booking.com/airport/us/FCT.html	
Harold Nolf	NZX	3	us	http://www.booking.com/airport/us/NZX.html	
Beech Factory	BEC	30	us	http://www.booking.com/airport/us/BEC.html	
South Bend Regional	SBN	30	us	http://www.booking.com/airport/us/SBN.html	
Douglas Municipal	DQH	3	us	http://www.booking.com/airport/us/DQH.html	
Campbeltown	CAL	21	gb	http://www.booking.com/airport/gb/CAL.html	
Oudtshoorn	OUH	30	za	http://www.booking.com/airport/za/OUH.html	
General Guadalupe Victoria International	DGO	14	mx	http://www.booking.com/airport/mx/DGO.html	
Gustavo Artunduaga Paredes	FLA	4	co	http://www.booking.com/airport/co/FLA.html	
Raufarhofn	RFN	5	is	http://www.booking.com/airport/is/RFN.html	
Corvallis Municipal	CVO	18	us	http://www.booking.com/airport/us/CVO.html	
Alberto Carnevalli	MRD	1	ve	http://www.booking.com/airport/ve/MRD.html	
Pilanesberg International	NTY	16	za	http://www.booking.com/airport/za/NTY.html	
Tulcán	TUA	4	ec	http://www.booking.com/airport/ec/TUA.html	
Esquel	EQS	30	ar	http://www.booking.com/airport/ar/EQS.html	
Pagadian	PAG	1	ph	http://www.booking.com/airport/ph/PAG.html	
Adams County Legion Field	63C	1	us	http://www.booking.com/airport/us/63C.html	
Geraldton	GET	21	au	http://www.booking.com/airport/au/GET.html	
Battambang	BBM	31	kh	http://www.booking.com/airport/kh/BBM.html	
Johan Pienaar	KMH	1	za	http://www.booking.com/airport/za/KMH.html	
Deols	CHR	31	fr	http://www.booking.com/airport/fr/CHR.html	
Swansea Airport	SWS	30	gb	http://www.booking.com/airport/gb/SWS.html	
Broken Bow Municipal	BBW	3	us	http://www.booking.com/airport/us/BBW.html	
Laeso	BYR	30	dk	http://www.booking.com/airport/dk/BYR.html	
Tamuín National	TSL	15	mx	http://www.booking.com/airport/mx/TSL.html	
Malaga	AGP	30	es	http://www.booking.com/airport/es/AGP.html	
Cuba Municipal	UBX	7	us	http://www.booking.com/airport/us/UBX.html	
Muscatine Municipal	MUT	8	us	http://www.booking.com/airport/us/MUT.html	
Safford Regional	SAD	4	us	http://www.booking.com/airport/us/SAD.html	
George Bush	IAH	30	us	http://www.booking.com/airport/us/IAH.html	
Broome International	BME	29	au	http://www.booking.com/airport/au/BME.html	
Johnson County	BYG	12	us	http://www.booking.com/airport/us/BYG.html	
Ingham	IGH	5	au	http://www.booking.com/airport/au/IGH.html	
Sir Seewoosagur Ramgoolam	MRU	30	mu	http://www.booking.com/airport/mu/MRU.html	
Fleming Mason	FGX	2	us	http://www.booking.com/airport/us/FGX.html	
Presidente Prudente Airport	PPB	12	br	http://www.booking.com/airport/br/PPB.html	
Bhisiana Air Force Base	BUP	6	in	http://www.booking.com/airport/in/BUP.html	
Grand Prairie Municipal	GPM	30	us	http://www.booking.com/airport/us/GPM.html	
Charleroi Airport	CRL	30	be	http://www.booking.com/airport/be/CRL.html	
Colusa County	O08	8	us	http://www.booking.com/airport/us/O08.html	
California City Municipal	L71	10	us	http://www.booking.com/airport/us/L71.html	
Galway	GWY	30	ie	http://www.booking.com/airport/ie/GWY.html	
De Kalb Taylor Municipal	DKB	10	us	http://www.booking.com/airport/us/DKB.html	
Bluff	66V	5	us	http://www.booking.com/airport/us/66V.html	
Santa Rosalia	SOX	30	co	http://www.booking.com/airport/co/SOX.html	
Memanbetsu	MMB	23	jp	http://www.booking.com/airport/jp/MMB.html	
Santo Pekoa International	SON	16	vu	http://www.booking.com/airport/vu/SON.html	
Chesapeake Regional	CPK	30	us	http://www.booking.com/airport/us/CPK.html	
Ponta Porã International	PMG	2	br	http://www.booking.com/airport/br/PMG.html	
Petrovec	SKP	30	mk	http://www.booking.com/airport/mk/SKP.html	
Monbetsu	MBE	2	jp	http://www.booking.com/airport/jp/MBE.html	
Collegedale Municipal	3M3	30	us	http://www.booking.com/airport/us/3M3.html	
Lindsay	NF4	11	ca	http://www.booking.com/airport/ca/NF4.html	
Bruce Field	E30	3	us	http://www.booking.com/airport/us/E30.html	
New Albany-Union County	M72	4	us	http://www.booking.com/airport/us/M72.html	
Vance Air Force Base	END	7	us	http://www.booking.com/airport/us/END.html	
Tunica Municipal	UTA	10	us	http://www.booking.com/airport/us/UTA.html	
Brac Airport	BWK	32	hr	http://www.booking.com/airport/hr/BWK.html	
Valley International	HRL	22	us	http://www.booking.com/airport/us/HRL.html	
Alicante	ALC	30	es	http://www.booking.com/airport/es/ALC.html	
Augusta State	AUG	11	us	http://www.booking.com/airport/us/AUG.html	
Sandakan	SDK	30	my	http://www.booking.com/airport/my/SDK.html	
Pueblo Memorial	PUB	15	us	http://www.booking.com/airport/us/PUB.html	
Ingolstadt Manching	ZNQ	31	de	http://www.booking.com/airport/de/ZNQ.html	
Cottonwood	P52	30	us	http://www.booking.com/airport/us/P52.html	
Amelia Earhart	K59	3	us	http://www.booking.com/airport/us/K59.html	
Foster Field	7A4	9	us	http://www.booking.com/airport/us/7A4.html	
Bahías de Huatulco	HUX	30	mx	http://www.booking.com/airport/mx/HUX.html	
Hawley Municipal	04Y	1	us	http://www.booking.com/airport/us/04Y.html	
El Salvador	SAL	8	sv	http://www.booking.com/airport/sv/SAL.html	
Scatsta	SCS	2	gb	http://www.booking.com/airport/gb/SCS.html	
Monticello Municipal/Ellis Field	LLQ	6	us	http://www.booking.com/airport/us/LLQ.html	
Samui Airport	USM	30	th	http://www.booking.com/airport/th/USM.html	
Oldham County	E52	2	us	http://www.booking.com/airport/us/E52.html	
Cheboygan County	SLH	30	us	http://www.booking.com/airport/us/SLH.html	
Grantley Adams	BGI	30	bb	http://www.booking.com/airport/bb/BGI.html	
Dionysios Solomos	ZTH	31	gr	http://www.booking.com/airport/gr/ZTH.html	
Alejandro Velasco Astete International	CUZ	30	pe	http://www.booking.com/airport/pe/CUZ.html	
Apple Valley	APV	26	us	http://www.booking.com/airport/us/APV.html	
Kingston Airport	KIN	30	jm	http://www.booking.com/airport/jm/KIN.html	
Kendallville Municipal	C62	7	us	http://www.booking.com/airport/us/C62.html	
Stennis International	HSA	15	us	http://www.booking.com/airport/us/HSA.html	
Hassell Field	M29	3	us	http://www.booking.com/airport/us/M29.html	
